"Income","Gender","Age","Ethnic","Health","HeatBreaks","MiceRats","CracksHoles","BrokenPlaster","WaterLeakage","MaintenanceDef"
14400,"Female",68,"African-American",3,2,"No","No","No","No",3
105000,"Female",34,"Caucasian",2,1,"No","No","No","No",0
105000,"Female",34,"Caucasian",2,1,"No","No","No","No",0
114360,"Female",42,"Hispanic",2,1,"No","No","No","No",1
114360,"Female",42,"Hispanic",2,1,"No","No","No","No",1
48000,"Male",21,"Caucasian",1,1,"No","No","No","No",1
48000,"Male",21,"Caucasian",1,1,"No","No","No","No",1
90000,"Female",62,"Caucasian",2,1,"No","No","No","No",1
27600,"Male",73,"Caucasian",3,1,"Yes","No","No","No",2
119000,"Male",47,"Hispanic",3,1,"Yes","No","No","No",2
119000,"Male",47,"Hispanic",3,1,"Yes","No","No","No",2
9999999,"Male",46,"Caucasian",5,5,"Yes","Yes","Yes","Yes",7
75000,"Male",27,"Caucasian",2,1,"No","No","No","Yes",2
75000,"Male",27,"Caucasian",2,1,"No","No","No","Yes",2
7000,"Female",74,"Caucasian",4,1,"Yes","No","No","Yes",4
3000,"Female",21,"Caucasian",2,1,"No","No","No","No",1
3000,"Female",21,"Caucasian",2,1,"No","No","No","No",1
3000,"Female",21,"Caucasian",2,1,"No","No","No","No",1
23000,"Male",43,"Hispanic",3,1,"Yes","No","No","No",2
23000,"Male",43,"Hispanic",3,1,"Yes","No","No","No",2
23000,"Male",43,"Hispanic",3,1,"Yes","No","No","No",2
99020,"Male",25,"Hispanic",3,2,"No","Yes","Yes","Yes",4
99020,"Male",25,"Hispanic",3,2,"No","Yes","Yes","Yes",4
97000,"Female",33,"Caucasian",1,1,"No","No","No","Yes",2
97000,"Female",33,"Caucasian",1,1,"No","No","No","Yes",2
23000,"Male",61,"African-American",1,1,"No","No","No","No",1
15000,"Female",33,"African-American",3,1,"No","No","No","No",1
110615,"Female",59,"Hispanic",1,1,"No","No","No","No",1
110615,"Female",59,"Hispanic",1,1,"No","No","No","No",1
25600,"Male",34,"Hispanic",1,1,"No","No","No","No",1
25600,"Male",34,"Hispanic",1,1,"No","No","No","No",1
11808,"Female",82,"Hispanic",5,4,"Yes","Yes","No","Yes",6
7000,"Male",85,"African-American",3,3,"No","No","No","No",3
7000,"Male",85,"African-American",3,3,"No","No","No","No",3
29000,"Male",57,"Hispanic",4,1,"No","No","No","No",1
29000,"Male",57,"Hispanic",4,1,"No","No","No","No",1
186000,"Male",58,"Caucasian",1,1,"No","No","No","No",1
163356,"Male",54,"Asian",1,1,"No","No","No","No",1
19268,"Male",56,"African-American",3,1,"No","No","No","No",1
19268,"Male",56,"African-American",3,1,"No","No","No","No",1
19268,"Male",56,"African-American",3,1,"No","No","No","No",1
278356,"Male",52,"Caucasian",1,1,"Yes","Yes","No","Yes",4
278356,"Male",52,"Caucasian",1,1,"Yes","Yes","No","Yes",4
18000,"Male",44,"African-American",1,1,"No","No","No","No",1
18000,"Male",44,"African-American",1,1,"No","No","No","No",1
10000,"Male",35,"Asian",1,1,"No","No","No","No",1
18160,"Male",76,"Hispanic",4,1,"No","No","No","No",1
13788,"Male",78,"Hispanic",3,1,"No","No","No","No",1
78000,"Female",44,"Hispanic",2,1,"Yes","No","No","No",2
78000,"Female",44,"Hispanic",2,1,"Yes","No","No","No",2
55000,"Female",38,"Caucasian",1,1,"No","No","No","No",0
8000,"Male",48,"Hispanic",3,1,"No","Yes","No","Yes",3
8000,"Male",48,"Hispanic",3,1,"No","Yes","No","Yes",3
8000,"Male",48,"Hispanic",3,1,"No","Yes","No","Yes",3
8000,"Male",48,"Hispanic",3,1,"No","Yes","No","Yes",3
45000,"Male",27,"Asian",1,1,"No","No","No","No",0
5160,"Male",73,"Caucasian",4,3,"Yes","Yes","No","Yes",5
9000,"Female",37,"Caucasian",4,1,"No","No","No","No",1
9999999,"Male",26,"Caucasian",1,1,"No","No","No","No",1
156000,"Male",57,"Caucasian",1,1,"Yes","No","No","No",2
156000,"Male",57,"Caucasian",1,1,"Yes","No","No","No",2
15600,"Female",41,"Hispanic",3,5,"Yes","Yes","No","Yes",5
11050,"Male",63,"Caucasian",4,1,"No","No","No","Yes",2
120000,"Male",48,"Hispanic",1,1,"No","No","No","No",1
120000,"Male",48,"Hispanic",1,1,"No","No","No","No",1
120000,"Male",48,"Hispanic",1,1,"No","No","No","No",1
90000,"Female",34,"Caucasian",3,4,"No","No","No","No",2
51000,"Female",25,"Caucasian",1,1,"No","No","No","No",1
8232,"Female",67,"Hispanic",3,1,"No","No","No","No",1
45000,"Female",45,"Caucasian",1,1,"No","No","No","No",1
13716,"Female",69,"Asian",3,1,"No","No","No","No",1
13716,"Female",69,"Asian",3,1,"No","No","No","No",1
13716,"Female",69,"Asian",3,1,"No","No","No","No",1
95000,"Male",33,"Hispanic",2,1,"Yes","No","Yes","Yes",5
95000,"Male",33,"Hispanic",2,1,"Yes","No","Yes","Yes",5
205000,"Female",41,"Caucasian",3,5,"No","No","No","No",3
205000,"Female",41,"Caucasian",3,5,"No","No","No","No",3
75000,"Female",47,"Asian",3,1,"No","No","No","No",1
75000,"Female",47,"Asian",3,1,"No","No","No","No",1
75000,"Female",47,"Asian",3,1,"No","No","No","No",1
7968,"Female",73,"Hispanic",3,1,"No","No","No","No",1
41000,"Female",34,"Hispanic",3,3,"Yes","Yes","Yes","Yes",6
11028,"Female",36,"Hispanic",1,3,"Yes","No","No","No",5
11028,"Female",36,"Hispanic",1,3,"Yes","No","No","No",5
64040,"Male",62,"Caucasian",5,3,"Yes","Yes","Yes","Yes",7
64040,"Male",62,"Caucasian",5,3,"Yes","Yes","Yes","Yes",7
20000,"Female",50,"Caucasian",3,1,"No","No","No","Yes",2
19400,"Male",90,"Caucasian",3,1,"No","No","No","No",1
31000,"Female",56,"African-American",3,5,"No","Yes","Yes","No",0
9999999,"Female",27,"African-American",2,1,"No","No","No","No",1
9999999,"Female",27,"African-American",2,1,"No","No","No","No",1
35000,"Female",30,"Caucasian",1,2,"Yes","No","Yes","Yes",6
140000,"Male",42,"Caucasian",3,1,"Yes","No","No","No",2
140000,"Male",42,"Caucasian",3,1,"Yes","No","No","No",2
26000,"Female",27,"Asian",1,1,"No","No","Yes","Yes",2
2992,"Male",65,"African-American",4,1,"Yes","Yes","No","No",3
27750,"Male",53,"Asian",2,5,"Yes","Yes","Yes","No",6
27750,"Male",53,"Asian",2,5,"Yes","Yes","Yes","No",6
19464,"Male",42,"Hispanic",1,1,"Yes","No","No","No",2
19464,"Male",42,"Hispanic",1,1,"Yes","No","No","No",2
19464,"Male",42,"Hispanic",1,1,"Yes","No","No","No",2
19464,"Male",42,"Hispanic",1,1,"Yes","No","No","No",2
35000,"Male",32,"Caucasian",2,1,"No","No","No","No",1
35000,"Male",32,"Caucasian",2,1,"No","No","No","No",1
18000,"Female",58,"Hispanic",4,1,"No","No","No","No",1
29432,"Female",61,"Hispanic",4,1,"Yes","Yes","No","Yes",4
29432,"Female",61,"Hispanic",4,1,"Yes","Yes","No","Yes",4
29432,"Female",61,"Hispanic",4,1,"Yes","Yes","No","Yes",4
97140,"Male",66,"Caucasian",2,1,"No","No","No","No",1
110000,"Female",35,"Caucasian",2,4,"No","No","No","No",2
110000,"Female",35,"Caucasian",2,4,"No","No","No","No",2
11500,"Female",58,"Hispanic",5,1,"Yes","No","No","No",3
11500,"Female",58,"Hispanic",5,1,"Yes","No","No","No",3
11500,"Female",58,"Hispanic",5,1,"Yes","No","No","No",3
102400,"Male",68,"Caucasian",2,1,"No","Yes","No","No",2
52000,"Male",40,"Caucasian",2,1,"Yes","No","Yes","No",3
52000,"Male",40,"Caucasian",2,1,"Yes","No","Yes","No",3
1644,"Male",64,"Caucasian",4,1,"Yes","No","No","No",2
57456,"Male",23,"African-American",3,1,"Yes","No","No","No",2
57456,"Male",23,"African-American",3,1,"Yes","No","No","No",2
60000,"Female",60,"African-American",2,1,"No","No","No","Yes",3
60000,"Female",60,"African-American",2,1,"No","No","No","Yes",3
33000,"Male",76,"Caucasian",3,1,"No","No","No","No",1
255000,"Female",46,"Caucasian",1,1,"No","No","No","No",1
255000,"Female",46,"Caucasian",1,1,"No","No","No","No",1
110000,"Male",26,"Caucasian",2,1,"No","No","No","Yes",2
110000,"Male",26,"Caucasian",2,1,"No","No","No","Yes",2
110000,"Male",26,"Caucasian",2,1,"No","No","No","Yes",2
3029,"Female",73,"Hispanic",2,1,"Yes","No","No","No",2
40000,"Female",43,"Caucasian",2,1,"No","No","No","No",2
40000,"Female",43,"Caucasian",2,1,"No","No","No","No",2
10800,"Male",76,"Hispanic",3,5,"Yes","Yes","Yes","Yes",6
11940,"Male",58,"Caucasian",4,1,"Yes","Yes","Yes","Yes",6
7200,"Male",83,"Hispanic",5,1,"No","No","No","No",1
10200,"Female",22,"Caucasian",2,2,"No","No","No","No",2
10200,"Female",22,"Caucasian",2,2,"No","No","No","No",2
54960,"Female",75,"Hispanic",1,1,"Yes","No","Yes","Yes",5
54960,"Female",75,"Hispanic",1,1,"Yes","No","Yes","Yes",5
54960,"Female",75,"Hispanic",1,1,"Yes","No","Yes","Yes",5
30000,"Male",28,"Hispanic",1,1,"Yes","No","No","Yes",4
30000,"Male",28,"Hispanic",1,1,"Yes","No","No","Yes",4
6564,"Male",70,"African-American",3,1,"No","No","No","No",1
16500,"Female",69,"African-American",3,1,"No","Yes","Yes","No",2
16500,"Female",69,"African-American",3,1,"No","Yes","Yes","No",2
16500,"Female",69,"African-American",3,1,"No","Yes","Yes","No",2
115050,"Female",34,"Caucasian",1,1,"No","No","No","Yes",2
111200,"Male",70,"Caucasian",3,3,"No","No","No","No",3
60100,"Male",35,"Asian",1,1,"Yes","Yes","No","No",3
80000,"Female",30,"Caucasian",3,5,"No","No","No","No",2
80000,"Female",30,"Caucasian",3,5,"No","No","No","No",2
79860,"Male",36,"Caucasian",3,1,"No","No","No","Yes",2
100000,"Male",40,"Hispanic",1,1,"No","No","No","No",1
50000,"Female",56,"Caucasian",2,1,"No","No","No","No",1
35000,"Female",25,"Caucasian",2,1,"No","No","No","No",1
35000,"Female",25,"Caucasian",2,1,"No","No","No","No",1
208000,"Male",52,"Caucasian",2,1,"Yes","Yes","No","No",3
208000,"Male",52,"Caucasian",2,1,"Yes","Yes","No","No",3
208000,"Male",52,"Caucasian",2,1,"Yes","Yes","No","No",3
208000,"Male",52,"Caucasian",2,1,"Yes","Yes","No","No",3
9999999,"Male",56,"Hispanic",4,5,"Yes","No","No","Yes",5
9999999,"Male",56,"Hispanic",4,5,"Yes","No","No","Yes",5
9999999,"Male",56,"Hispanic",4,5,"Yes","No","No","Yes",5
37000,"Male",56,"Hispanic",2,1,"Yes","No","Yes","Yes",5
37000,"Male",56,"Hispanic",2,1,"Yes","No","Yes","Yes",5
37000,"Male",56,"Hispanic",2,1,"Yes","No","Yes","Yes",5
90000,"Male",50,"Caucasian",1,1,"No","No","No","Yes",2
36300,"Male",51,"African-American",3,3,"Yes","Yes","No","Yes",6
36300,"Male",51,"African-American",3,3,"Yes","Yes","No","Yes",6
36300,"Male",51,"African-American",3,3,"Yes","Yes","No","Yes",6
36300,"Male",51,"African-American",3,3,"Yes","Yes","No","Yes",6
36300,"Male",51,"African-American",3,3,"Yes","Yes","No","Yes",6
125000,"Male",30,"Caucasian",1,1,"No","No","No","No",1
125000,"Male",30,"Caucasian",1,1,"No","No","No","No",1
4092,"Male",62,"Hispanic",5,5,"Yes","No","No","Yes",4
4092,"Male",62,"Hispanic",5,5,"Yes","No","No","Yes",4
47000,"Male",30,"Caucasian",1,1,"No","No","No","No",0
138000,"Male",25,"Caucasian",2,1,"Yes","No","No","No",2
138000,"Male",25,"Caucasian",2,1,"Yes","No","No","No",2
33500,"Male",42,"Caucasian",2,1,"No","No","No","No",1
33500,"Male",42,"Caucasian",2,1,"No","No","No","No",1
140050,"Female",36,"Caucasian",1,1,"No","No","No","No",1
140050,"Female",36,"Caucasian",1,1,"No","No","No","No",1
68000,"Male",39,"Caucasian",1,1,"No","No","No","No",1
68000,"Male",39,"Caucasian",1,1,"No","No","No","No",1
85000,"Male",60,"Caucasian",2,1,"Yes","No","No","Yes",3
48000,"Female",49,"Caucasian",2,3,"No","No","No","No",4
48000,"Female",49,"Caucasian",2,3,"No","No","No","No",4
19884,"Male",72,"African-American",4,4,"No","No","No","No",2
222300,"Male",56,"Hispanic",4,1,"No","Yes","Yes","No",2
222300,"Male",56,"Hispanic",4,1,"No","Yes","Yes","No",2
222300,"Male",56,"Hispanic",4,1,"No","Yes","Yes","No",2
222300,"Male",56,"Hispanic",4,1,"No","Yes","Yes","No",2
222300,"Male",56,"Hispanic",4,1,"No","Yes","Yes","No",2
14542,"Male",83,"African-American",2,1,"Yes","No","No","No",2
125000,"Female",39,"Caucasian",2,1,"No","No","No","No",1
125000,"Female",39,"Caucasian",2,1,"No","No","No","No",1
91500,"Female",51,"Caucasian",3,1,"No","No","No","No",1
60000,"Female",25,"Caucasian",1,1,"No","No","No","No",1
60000,"Female",25,"Caucasian",1,1,"No","No","No","No",1
10000,"Female",70,"Hispanic",4,1,"Yes","No","Yes","No",3
10000,"Female",70,"Hispanic",4,1,"Yes","No","Yes","No",3
40000,"Female",26,"African-American",3,1,"No","Yes","Yes","No",2
21000,"Male",47,"Hispanic",1,1,"No","No","No","No",1
21000,"Male",47,"Hispanic",1,1,"No","No","No","No",1
19848,"Female",45,"Asian",4,1,"Yes","No","No","No",2
19848,"Female",45,"Asian",4,1,"Yes","No","No","No",2
80000,"Female",27,"Caucasian",1,1,"No","No","No","No",1
80000,"Female",27,"Caucasian",1,1,"No","No","No","No",1
1243927,"Female",48,"Caucasian",1,1,"No","No","No","No",2
150000,"Female",52,"Caucasian",2,1,"No","No","No","No",1
150000,"Female",52,"Caucasian",2,1,"No","No","No","No",1
65000,"Female",65,"Caucasian",3,1,"No","No","No","No",1
303356,"Male",55,"Caucasian",3,1,"No","No","No","No",1
303356,"Male",55,"Caucasian",3,1,"No","No","No","No",1
66000,"Female",55,"African-American",3,3,"Yes","Yes","Yes","Yes",7
66000,"Female",55,"African-American",3,3,"Yes","Yes","Yes","Yes",7
66000,"Female",55,"African-American",3,3,"Yes","Yes","Yes","Yes",7
23200,"Male",46,"Caucasian",5,1,"Yes","No","Yes","No",2
23200,"Male",46,"Caucasian",5,1,"Yes","No","Yes","No",2
23200,"Male",46,"Caucasian",5,1,"Yes","No","Yes","No",2
23000,"Male",28,"Hispanic",2,1,"No","No","No","No",1
28869,"Male",62,"Hispanic",3,1,"Yes","No","No","No",2
28869,"Male",62,"Hispanic",3,1,"Yes","No","No","No",2
28869,"Male",62,"Hispanic",3,1,"Yes","No","No","No",2
9000,"Female",28,"Hispanic",3,1,"No","No","Yes","No",0
9000,"Female",28,"Hispanic",3,1,"No","No","Yes","No",0
9000,"Female",28,"Hispanic",3,1,"No","No","Yes","No",0
46000,"Female",86,"Caucasian",5,1,"No","No","No","No",1
46000,"Female",86,"Caucasian",5,1,"No","No","No","No",1
45200,"Female",52,"African-American",2,1,"No","No","No","No",0
6000,"Female",52,"African-American",1,1,"Yes","No","No","No",3
9999999,"Male",67,"Hispanic",3,5,"Yes","No","No","Yes",6
305000,"Male",32,"Caucasian",1,1,"No","No","No","No",1
305000,"Male",32,"Caucasian",1,1,"No","No","No","No",1
6804,"Female",79,"Hispanic",2,2,"Yes","No","No","Yes",5
6804,"Female",79,"Hispanic",2,2,"Yes","No","No","Yes",5
58000,"Male",35,"Caucasian",1,1,"No","No","Yes","No",1
8700,"Male",49,"Hispanic",3,5,"Yes","Yes","No","No",5
185000,"Male",45,"Caucasian",1,1,"No","No","No","No",1
185000,"Male",45,"Caucasian",1,1,"No","No","No","No",1
140000,"Male",55,"Caucasian",1,1,"No","No","No","No",1
7200,"Male",84,"African-American",3,1,"Yes","No","No","No",3
105000,"Female",28,"Caucasian",1,1,"Yes","Yes","Yes","Yes",0
105000,"Female",28,"Caucasian",1,1,"Yes","Yes","Yes","Yes",0
90000,"Male",31,"Caucasian",2,1,"No","No","No","No",1
50000,"Male",25,"Caucasian",2,1,"No","No","No","No",1
150100,"Female",36,"Caucasian",1,1,"No","No","No","No",1
150100,"Female",36,"Caucasian",1,1,"No","No","No","No",1
80000,"Female",36,"Caucasian",1,1,"No","No","No","No",1
22032,"Male",24,"African-American",3,1,"No","No","No","No",1
95300,"Male",22,"Caucasian",3,1,"No","No","No","Yes",2
95300,"Male",22,"Caucasian",3,1,"No","No","No","Yes",2
35000,"Male",23,"Caucasian",3,1,"No","No","No","No",1
17550,"Male",39,"Asian",2,2,"No","No","No","Yes",4
27000,"Female",53,"Hispanic",6,1,"No","No","No","No",0
70200,"Female",53,"Caucasian",1,1,"No","No","No","No",1
70200,"Female",53,"Caucasian",1,1,"No","No","No","No",1
7272,"Male",69,"Hispanic",4,1,"Yes","No","No","No",3
30000,"Female",69,"Caucasian",4,1,"No","No","No","No",1
42500,"Male",28,"Caucasian",2,1,"No","Yes","Yes","Yes",4
17448,"Female",70,"African-American",3,1,"No","No","No","No",1
586640,"Female",27,"Caucasian",2,2,"No","Yes","Yes","No",3
586640,"Female",27,"Caucasian",2,2,"No","Yes","Yes","No",3
43692,"Female",24,"Caucasian",1,1,"No","No","Yes","No",2
43692,"Female",24,"Caucasian",1,1,"No","No","Yes","No",2
21656,"Female",53,"Hispanic",3,1,"No","No","No","No",1
21656,"Female",53,"Hispanic",3,1,"No","No","No","No",1
11000,"Male",35,"Asian",3,1,"No","No","Yes","No",1
11000,"Male",35,"Asian",3,1,"No","No","Yes","No",1
68000,"Female",61,"Hispanic",3,4,"Yes","Yes","Yes","Yes",7
19000,"Male",25,"Caucasian",2,1,"No","No","No","No",1
19000,"Male",25,"Caucasian",2,1,"No","No","No","No",1
92000,"Male",43,"Hispanic",4,1,"No","No","No","No",2
92000,"Male",43,"Hispanic",4,1,"No","No","No","No",2
92000,"Male",43,"Hispanic",4,1,"No","No","No","No",2
160000,"Female",30,"Asian",1,1,"No","No","No","No",1
160000,"Female",30,"Asian",1,1,"No","No","No","No",1
28716,"Female",75,"Hispanic",3,1,"Yes","No","No","No",2
28716,"Female",75,"Hispanic",3,1,"Yes","No","No","No",2
28716,"Female",75,"Hispanic",3,1,"Yes","No","No","No",2
154600,"Female",67,"Caucasian",1,1,"No","No","No","No",1
154600,"Female",67,"Caucasian",1,1,"No","No","No","No",1
154600,"Female",67,"Caucasian",1,1,"No","No","No","No",1
86000,"Male",24,"Caucasian",2,1,"No","No","No","No",1
86000,"Male",24,"Caucasian",2,1,"No","No","No","No",1
581640,"Female",30,"Asian",1,1,"No","No","No","No",0
581640,"Female",30,"Asian",1,1,"No","No","No","No",0
8282,"Male",80,"Hispanic",4,4,"Yes","No","No","No",3
539140,"Female",35,"Caucasian",1,1,"No","No","No","No",1
24000,"Female",49,"Hispanic",2,5,"Yes","No","No","Yes",5
24000,"Female",49,"Hispanic",2,5,"Yes","No","No","Yes",5
9600,"Female",71,"Asian",3,5,"Yes","Yes","Yes","Yes",6
613640,"Male",32,"Caucasian",1,1,"No","No","No","No",1
613640,"Male",32,"Caucasian",1,1,"No","No","No","No",1
32000,"Male",37,"Hispanic",1,1,"No","No","No","No",1
51156,"Male",42,"Hispanic",4,1,"No","Yes","Yes","Yes",4
51156,"Male",42,"Hispanic",4,1,"No","Yes","Yes","Yes",4
201000,"Male",60,"Caucasian",1,1,"No","No","No","No",1
83000,"Male",32,"Caucasian",3,1,"No","No","No","No",1
69000,"Female",52,"Caucasian",1,1,"No","No","No","No",1
69000,"Female",52,"Caucasian",1,1,"No","No","No","No",1
9999999,"Male",68,"Caucasian",5,1,"No","No","No","No",1
40000,"Male",50,"Caucasian",1,1,"No","No","No","No",1
28000,"Female",32,"Caucasian",2,1,"No","No","No","No",0
28000,"Female",32,"Caucasian",2,1,"No","No","No","No",0
1773211,"Female",40,"Caucasian",3,1,"No","No","No","No",1
1773211,"Female",40,"Caucasian",3,1,"No","No","No","No",1
28000,"Male",59,"Caucasian",1,1,"No","No","No","No",1
72000,"Male",32,"Caucasian",1,3,"Yes","No","No","No",4
80000,"Female",37,"Caucasian",1,1,"Yes","No","No","No",2
80000,"Female",37,"Caucasian",1,1,"Yes","No","No","No",2
22400,"Male",51,"Hispanic",4,1,"Yes","No","No","No",3
22400,"Male",51,"Hispanic",4,1,"Yes","No","No","No",3
22400,"Male",51,"Hispanic",4,1,"Yes","No","No","No",3
22400,"Male",51,"Hispanic",4,1,"Yes","No","No","No",3
11940,"Male",90,"Caucasian",5,1,"Yes","No","No","No",2
104000,"Male",58,"Caucasian",2,1,"No","No","No","Yes",3
48000,"Male",24,"Caucasian",1,1,"No","No","No","No",1
22100,"Male",62,"African-American",4,3,"No","Yes","Yes","Yes",7
22100,"Male",62,"African-American",4,3,"No","Yes","Yes","Yes",7
38000,"Female",41,"Asian",1,1,"No","No","No","No",1
28000,"Male",23,"Caucasian",1,1,"No","No","No","No",1
34000,"Female",43,"Caucasian",3,1,"No","No","No","No",2
72000,"Male",27,"Caucasian",2,1,"No","No","No","No",1
140000,"Male",40,"Caucasian",1,1,"No","No","No","No",0
181256,"Female",66,"Hispanic",4,1,"Yes","No","No","No",2
68700,"Female",83,"Caucasian",1,1,"No","No","No","No",1
18132,"Female",73,"Asian",3,5,"Yes","Yes","Yes","Yes",8
18132,"Female",73,"Asian",3,5,"Yes","Yes","Yes","Yes",8
50000,"Female",34,"Caucasian",1,4,"Yes","No","No","Yes",4
21560,"Female",80,"Hispanic",5,1,"No","No","No","No",1
21560,"Female",80,"Hispanic",5,1,"No","No","No","No",1
9999999,"Male",60,"Hispanic",5,1,"Yes","No","No","No",3
9999999,"Male",60,"Hispanic",5,1,"Yes","No","No","No",3
48000,"Female",25,"Asian",1,2,"No","No","Yes","No",2
48000,"Female",25,"Asian",1,2,"No","No","Yes","No",2
48000,"Female",25,"Asian",1,2,"No","No","Yes","No",2
36000,"Male",45,"African-American",3,1,"No","No","Yes","No",2
36000,"Male",45,"African-American",3,1,"No","No","Yes","No",2
36000,"Male",45,"African-American",3,1,"No","No","Yes","No",2
40000,"Female",28,"Caucasian",2,1,"No","No","No","No",1
25500,"Male",58,"Hispanic",3,1,"No","No","No","No",2
6000,"Male",33,"Hispanic",1,1,"Yes","No","No","Yes",3
35000,"Male",30,"Caucasian",2,4,"Yes","Yes","Yes","Yes",7
35000,"Male",30,"Caucasian",2,4,"Yes","Yes","Yes","Yes",7
30800,"Male",45,"Asian",3,1,"No","No","No","No",2
30800,"Male",45,"Asian",3,1,"No","No","No","No",2
29000,"Male",47,"Hispanic",3,1,"Yes","No","No","No",2
29000,"Male",47,"Hispanic",3,1,"Yes","No","No","No",2
29000,"Male",47,"Hispanic",3,1,"Yes","No","No","No",2
29000,"Male",47,"Hispanic",3,1,"Yes","No","No","No",2
155000,"Female",27,"Asian",3,2,"Yes","No","Yes","Yes",6
10840,"Female",90,"Asian",3,1,"No","No","No","No",2
10840,"Female",90,"Asian",3,1,"No","No","No","No",2
7000,"Male",68,"Hispanic",3,1,"No","No","No","No",1
7000,"Male",68,"Hispanic",3,1,"No","No","No","No",1
7000,"Male",68,"Hispanic",3,1,"No","No","No","No",1
-22000,"Male",39,"Caucasian",2,2,"No","Yes","Yes","No",3
-22000,"Male",39,"Caucasian",2,2,"No","Yes","Yes","No",3
16800,"Female",86,"Hispanic",4,1,"No","No","No","No",1
16800,"Female",86,"Hispanic",4,1,"No","No","No","No",1
35000,"Male",25,"Caucasian",2,1,"No","No","No","No",1
265000,"Male",31,"Caucasian",2,1,"No","No","No","No",1
265000,"Male",31,"Caucasian",2,1,"No","No","No","No",1
115000,"Male",30,"Asian",2,1,"No","Yes","Yes","No",2
115000,"Male",30,"Asian",2,1,"No","Yes","Yes","No",2
107175,"Male",55,"Caucasian",1,1,"No","No","No","No",1
107175,"Male",55,"Caucasian",1,1,"No","No","No","No",1
9999999,"Female",21,"Caucasian",1,1,"Yes","No","No","No",2
20800,"Male",20,"Caucasian",2,2,"Yes","Yes","Yes","Yes",7
20800,"Male",20,"Caucasian",2,2,"Yes","Yes","Yes","Yes",7
101000,"Male",36,"African-American",1,1,"No","No","No","No",1
101000,"Male",36,"African-American",1,1,"No","No","No","No",1
101000,"Male",36,"African-American",1,1,"No","No","No","No",1
9480,"Male",82,"Hispanic",3,3,"No","No","No","No",3
142328,"Female",81,"Caucasian",2,1,"No","No","No","No",1
142328,"Female",81,"Caucasian",2,1,"No","No","No","No",1
70000,"Male",46,"Asian",1,1,"No","Yes","Yes","No",3
70000,"Male",46,"Asian",1,1,"No","Yes","Yes","No",3
18000,"Female",41,"African-American",3,1,"No","No","No","No",1
52000,"Male",60,"Hispanic",2,1,"Yes","No","Yes","Yes",4
52000,"Male",60,"Hispanic",2,1,"Yes","No","Yes","Yes",4
52000,"Male",60,"Hispanic",2,1,"Yes","No","Yes","Yes",4
52000,"Male",60,"Hispanic",2,1,"Yes","No","Yes","Yes",4
52000,"Male",60,"Hispanic",2,1,"Yes","No","Yes","Yes",4
8000,"Male",82,"Caucasian",4,1,"Yes","No","No","No",3
10152,"Female",54,"Caucasian",2,4,"Yes","No","No","Yes",5
3000,"Female",26,"Caucasian",3,1,"Yes","No","No","No",2
120000,"Male",29,"Caucasian",1,1,"No","No","Yes","No",1
120000,"Male",29,"Caucasian",1,1,"No","No","Yes","No",1
48000,"Female",25,"Hispanic",2,3,"Yes","Yes","No","Yes",7
217200,"Male",57,"Hispanic",3,1,"Yes","No","No","No",2
217200,"Male",57,"Hispanic",3,1,"Yes","No","No","No",2
217200,"Male",57,"Hispanic",3,1,"Yes","No","No","No",2
217200,"Male",57,"Hispanic",3,1,"Yes","No","No","No",2
68000,"Female",40,"Caucasian",2,1,"No","No","No","No",1
68000,"Female",40,"Caucasian",2,1,"No","No","No","No",1
4512,"Female",75,"Hispanic",3,1,"Yes","No","No","No",4
4512,"Female",75,"Hispanic",3,1,"Yes","No","No","No",4
4512,"Female",75,"Hispanic",3,1,"Yes","No","No","No",4
220000,"Female",29,"Asian",1,1,"No","No","No","No",1
220000,"Female",29,"Asian",1,1,"No","No","No","No",1
10928,"Female",80,"African-American",4,1,"Yes","No","No","No",2
10928,"Female",80,"African-American",4,1,"Yes","No","No","No",2
147000,"Male",53,"Caucasian",2,1,"No","Yes","Yes","No",0
147000,"Male",53,"Caucasian",2,1,"No","Yes","Yes","No",0
147000,"Male",53,"Caucasian",2,1,"No","Yes","Yes","No",0
16428,"Male",78,"Caucasian",3,1,"No","Yes","Yes","Yes",4
60000,"Female",25,"African-American",1,5,"No","Yes","Yes","Yes",5
3000,"Male",24,"Caucasian",1,4,"No","No","Yes","Yes",0
12000,"Male",65,"Hispanic",1,1,"Yes","No","No","No",2
12000,"Female",50,"Hispanic",3,1,"Yes","No","No","No",2
9999999,"Male",90,"Caucasian",2,1,"No","No","No","No",0
9000,"Male",26,"Caucasian",1,1,"No","No","No","No",1
9000,"Male",26,"Caucasian",1,1,"No","No","No","No",1
137000,"Female",76,"Caucasian",2,1,"No","No","No","No",1
137000,"Female",76,"Caucasian",2,1,"No","No","No","No",1
97000,"Female",52,"Asian",3,1,"No","No","No","No",1
97000,"Female",52,"Asian",3,1,"No","No","No","No",1
9316,"Male",67,"Hispanic",3,5,"No","No","No","Yes",3
9316,"Male",67,"Hispanic",3,5,"No","No","No","Yes",3
9316,"Male",67,"Hispanic",3,5,"No","No","No","Yes",3
8000,"Female",37,"Hispanic",5,1,"Yes","No","No","Yes",3
8000,"Female",37,"Hispanic",5,1,"Yes","No","No","Yes",3
245000,"Male",34,"Asian",2,1,"No","No","No","No",2
245000,"Male",34,"Asian",2,1,"No","No","No","No",2
38790,"Female",40,"Caucasian",1,1,"No","No","No","No",1
